FIPS,Admin2,Province_State,Population,Cumulative deaths by /30/20,cumulative_deaths_by_100k_pop,FIPS,Admin2,Cumulative confirmed cases by 03/09/2023,cumulative_confirmed_cases_by_100k_pop
18157,Tippecanoe,Indiana,195732,13,0.822281519,18157,Tippecanoe,60936,31132.36466
18159,Tipton,Indiana,15148,25,2.217584712,18159,Tipton,3996,26379.7201
18161,Union,Indiana,7054,0,0,18161,Union,2347,33271.90247
18163,Vanderburgh,Indiana,181451,36,1.297543135,18163,Vanderburgh,70796,39016.59401
18165,Vermillion,Indiana,15498,0,0,18165,Vermillion,4932,31823.46109
18167,Vigo,Indiana,107038,38,1.550245611,18167,Vigo,35132,32821.98845
18169,Wabash,Indiana,30996,9,1.462936857,18169,Wabash,10451,33717.25384
18171,Warren,Indiana,8265,1,1.082757142,18171,Warren,2380,28796.12825
18173,Warrick,Indiana,62998,47,1.872771096,18173,Warrick,24854,39452.0461
18175,Washington,Indiana,28036,2,0.853313944,18175,Washington,7179,25606.36325
18177,Wayne,Indiana,65884,15,1.357311301,18177,Wayne,23519,35697.5897
18179,Wells,Indiana,28296,4,1.150334945,18179,Wells,7610,26894.26067
18181,White,Indiana,24102,14,1.764074954,18181,White,8268,34304.20712
18183,Whitley,Indiana,33964,6,1.247132418,18183,Whitley,11448,33706.27723
19001,Adair,Iowa,7152,1,1.145572494,19001,Adair,1805,25237.69575
19003,Adams,Iowa,3602,0,0,19003,Adams,938,26041.08828
19005,Allamakee,Iowa,13687,6,1.641842983,19005,Allamakee,3248,23730.54723
19007,Appanoose,Iowa,12426,3,1.382789905,19007,Appanoose,3432,27619.50748
19009,Audubon,Iowa,5496,1,1.259953276,19009,Audubon,1311,23853.71179
19011,Benton,Iowa,25645,1,0.590997297,19011,Benton,7244,28247.22168
19013,Black Hawk,Iowa,131228,92,1.845761317,19013,Black Hawk,38980,29704.02658
19015,Boone,Iowa,26234,8,1.484225473,19015,Boone,6535,24910.42159
19017,Bremer,Iowa,25062,7,1.446082314,19017,Bremer,6386,25480.8076
19019,Buchanan,Iowa,21175,1,0.674176581,19019,Buchanan,5539,26158.20543
19021,Buena Vista,Iowa,19620,12,1.786482243,19021,Buena Vista,6988,35616.71764
19023,Butler,Iowa,14439,2,1.141492879,19023,Butler,3817,26435.34871
19025,Calhoun,Iowa,9668,3,1.491784613,19025,Calhoun,3072,31774.9276
19027,Carroll,Iowa,20165,5,1.394371778,19027,Carroll,5680,28167.61716
19029,Cass,Iowa,12836,2,1.192600287,19029,Cass,3333,25966.03303
19031,Cedar,Iowa,18627,1,0.729857085,19031,Cedar,5035,27030.65443
19033,Cerro Gordo,Iowa,42450,22,1.714544986,19033,Cerro Gordo,12769,30080.09423
19035,Cherokee,Iowa,11235,2,1.250456919,19035,Cherokee,3581,31873.60926
19037,Chickasaw,Iowa,11933,1,0.923250359,19037,Chickasaw,3163,26506.32699
19039,Clarke,Iowa,9395,3,1.50422447,19039,Clarke,2701,28749.33475
19041,Clay,Iowa,16016,4,1.397505931,19041,Clay,4843,30238.51149
19043,Clayton,Iowa,17549,3,1.232868881,19043,Clayton,4033,22981.36646
19045,Clinton,Iowa,46429,22,1.675633351,19045,Clinton,13865,29862.80127
19047,Crawford,Iowa,16820,6,1.552325259,19047,Crawford,5064,30107.01546
19049,Dallas,Iowa,93453,38,1.609190349,19049,Dallas,26870,28752.421
19051,Davis,Iowa,9000,4,1.647817482,19051,Davis,1825,20277.77778
19053,Decatur,Iowa,7870,0,0,19053,Decatur,1847,23468.86912
19055,Delaware,Iowa,17011,3,1.24639141,19055,Delaware,4777,28081.8294
19057,Des Moines,Iowa,38967,9,1.363545538,19057,Des Moines,11291,28975.80004
19059,Dickinson,Iowa,17258,6,1.541160786,19059,Dickinson,4742,27477.11206
19061,Dubuque,Iowa,97311,43,1.64530652,19061,Dubuque,31008,31864.8457
19063,Emmet,Iowa,9208,10,2.035834689,19063,Emmet,2698,29300.60817
19065,Fayette,Iowa,19650,2,1.007667441,19065,Fayette,4959,25236.64122
19067,Floyd,Iowa,15642,5,1.504677723,19067,Floyd,4184,26748.49763
19069,Franklin,Iowa,10070,18,2.252243035,19069,Franklin,2960,29394.24032
19071,Fremont,Iowa,6960,0,0,19071,Fremont,1641,23577.58621
19073,Greene,Iowa,8888,0,0,19073,Greene,2051,23076.05761
19075,Grundy,Iowa,12232,4,1.514562519,19075,Grundy,3055,24975.47417
19077,Guthrie,Iowa,10689,10,1.971062923,19077,Guthrie,2773,25942.55777
19079,Hamilton,Iowa,14773,3,1.307652557,19079,Hamilton,3998,27062.88499
19081,Hancock,Iowa,10630,2,1.274496731,19081,Hancock,3287,30921.9191
19083,Hardin,Iowa,16846,1,0.773503204,19083,Hardin,5070,30096.16526
19085,Harrison,Iowa,14049,5,1.551324592,19085,Harrison,3846,27375.61392
19087,Henry,Iowa,19954,4,1.302030023,19087,Henry,6516,32655.10675
19089,Howard,Iowa,9158,7,1.883297401,19089,Howard,2312,25245.68683
19091,Humboldt,Iowa,9558,3,1.496754228,19091,Humboldt,3073,32151.07763
19093,Ida,Iowa,6860,2,1.46470588,19093,Ida,2148,31311.95335
19095,Iowa,Iowa,16184,1,0.79091413,19095,Iowa,4332,26767.17746
19097,Jackson,Iowa,19439,3,1.188447335,19097,Jackson,5537,28483.97551
19099,Jasper,Iowa,37185,34,1.961111131,19099,Jasper,10453,28110.79736
19101,Jefferson,Iowa,18295,1,0.737667586,19101,Jefferson,4424,24181.47035
19103,Johnson,Iowa,151140,27,1.251984346,19103,Johnson,44987,29765.11843
19105,Jones,Iowa,20681,3,1.16154972,19105,Jones,6467,31270.24805
19107,Keokuk,Iowa,10246,1,0.989445648,19107,Keokuk,2479,24194.80773
19109,Kossuth,Iowa,14813,0,0,19109,Kossuth,4362,29447.10727
19111,Lee,Iowa,33657,7,1.318022637,19111,Lee,9232,27429.65802
19113,Linn,Iowa,226706,115,1.705234826,19113,Linn,64756,28563.86686
19115,Louisa,Iowa,11035,15,2.133318921,19115,Louisa,2949,26724.05981
19117,Lucas,Iowa,8600,6,1.843652799,19117,Lucas,2186,25418.60465
19119,Lyon,Iowa,11755,4,1.531837358,19119,Lyon,3164,26916.20587
19121,Madison,Iowa,16338,2,1.087831104,19121,Madison,3704,22671.07357
19123,Mahaska,Iowa,22095,20,1.95673599,19123,Mahaska,5800,26250.28287
19125,Marion,Iowa,33253,9,1.432411677,19125,Marion,8910,26794.57493
19127,Marshall,Iowa,39369,35,1.948913661,19127,Marshall,11469,29132.05822
19129,Mills,Iowa,15109,1,0.820764279,19129,Mills,4004,26500.76114
19131,Mitchell,Iowa,10586,0,0,19131,Mitchell,2839,26818.43945
19133,Monona,Iowa,8615,1,1.064744718,19133,Monona,2091,24271.61927
19135,Monroe,Iowa,7707,11,2.154507326,19135,Monroe,2200,28545.47814
19137,Montgomery,Iowa,9917,5,1.702589691,19137,Montgomery,2596,26177.27135
19139,Muscatine,Iowa,42664,56,2.118126456,19139,Muscatine,11265,26403.994
19141,O'Brien,Iowa,13753,9,1.815845066,19141,O'Brien,3887,28262.92445
19143,Osceola,Iowa,5958,0,0,19143,Osceola,1575,26435.04532
19145,Page,Iowa,15107,0,0,19145,Page,3845,25451.77732
19147,Palo Alto,Iowa,8886,0,0,19147,Palo Alto,2416,27188.83637
19149,Plymouth,Iowa,25177,21,1.921215315,19149,Plymouth,7174,28494.26063
19151,Pocahontas,Iowa,6619,2,1.480237615,19151,Pocahontas,1942,29339.77942
19153,Polk,Iowa,490161,264,1.731265174,19153,Polk,147524,30097.04974
19155,Pottawattamie,Iowa,93206,39,1.621620737,19155,Pottawattamie,27969,30007.72482
19157,Poweshiek,Iowa,18504,8,1.635824367,19157,Poweshiek,4672,25248.5949
19159,Ringgold,Iowa,4894,2,1.611366031,19159,Ringgold,1318,26930.93584
19161,Sac,Iowa,9721,0,0,19161,Sac,2888,29708.87769
19163,Scott,Iowa,172943,29,1.22449501,19163,Scott,49015,28341.70796
19165,Shelby,Iowa,11454,1,0.941042821,19165,Shelby,3178,27745.76567
19167,Sioux,Iowa,34855,3,0.934856168,19167,Sioux,8987,25783.96213
19169,Story,Iowa,97117,17,1.243153663,19169,Story,23335,24027.71914
19171,Tama,Iowa,16854,32,2.278446989,19171,Tama,4671,27714.48914
19173,Taylor,Iowa,6121,1,1.21317762,19173,Taylor,1535,25077.6017
19175,Union,Iowa,12241,3,1.389304357,19175,Union,3186,26027.28535
19177,Van Buren,Iowa,7044,1,1.152180653,19177,Van Buren,1699,24119.81829
19179,Wapello,Iowa,34969,57,2.212191643,19179,Wapello,10439,29852.15477
19181,Warren,Iowa,51466,6,1.066630835,19181,Warren,14506,28185.59826
19183,Washington,Iowa,21965,11,1.699661478,19183,Washington,6822,31058.50216
19185,Wayne,Iowa,6441,3,1.668167956,19185,Wayne,1520,23598.82006
19187,Webster,Iowa,35904,14,1.5909852,19187,Webster,12112,33734.40285
19189,Winnebago,Iowa,10354,14,2.131019875,19189,Winnebago,3466,33474.98551
19191,Winneshiek,Iowa,19991,8,1.602255468,19191,Winneshiek,4503,22525.13631
19193,Woodbury,Iowa,103107,68,1.819220762,19193,Woodbury,33209,32208.28848
19195,Worth,Iowa,7381,0,0,19195,Worth,2048,27746.91776
19197,Wright,Iowa,12562,1,0.900941211,19197,Wright,4051,32248.04967
20001,Allen,Kansas,12369,0,0,20001,Allen,5127,41450.40019
20003,Anderson,Kansas,7858,0,0,20003,Anderson,2585,32896.4113
20005,Atchison,Kansas,16073,2,1.094933051,20005,Atchison,5063,31500.03111
20007,Barber,Kansas,4427,0,0,20007,Barber,1234,27874.40705
20009,Barton,Kansas,25779,7,1.433831974,20009,Barton,7689,29826.60305
20011,Bourbon,Kansas,14534,2,1.13864484,20011,Bourbon,5619,38661.07059
20013,Brown,Kansas,9564,5,1.718330437,20013,Brown,3159,33030.11292
20015,Butler,Kansas,66911,3,0.651623734,20015,Butler,22573,33735.85808
20017,Chase,Kansas,2648,1,1.577082019,20017,Chase,798,30135.95166
20019,Chautauqua,Kansas,3250,0,0,20019,Chautauqua,1000,30769.23077
20021,Cherokee,Kansas,19939,7,1.545394667,20021,Cherokee,7447,37348.91419
20023,Cheyenne,Kansas,2657,2,1.876638441,20023,Cheyenne,733,27587.5047
20025,Clark,Kansas,1994,1,1.700274846,20025,Clark,609,30541.62487
20027,Clay,Kansas,8002,2,1.397831449,20027,Clay,2452,30642.33942
20029,Cloud,Kansas,8786,0,0,20029,Cloud,2672,30412.01912
20031,Coffey,Kansas,8179,8,1.990389779,20031,Coffey,2833,34637.48625
20033,Comanche,Kansas,1700,0,0,20033,Comanche,548,32235.29412
20035,Cowley,Kansas,34908,5,1.156045037,20035,Cowley,12437,35627.93629
20037,Crawford,Kansas,38818,8,1.314056831,20037,Crawford,15195,39144.21145
20039,Decatur,Kansas,2827,1,1.548674191,20039,Decatur,790,27944.81783
20041,Dickinson,Kansas,18466,1,0.733627169,20041,Dickinson,5906,31983.10408
20043,Doniphan,Kansas,7600,0,0,20043,Doniphan,2850,37500
20045,Douglas,Kansas,122259,13,1.026662513,20045,Douglas,34368,28110.81393
20047,Edwards,Kansas,2798,0,0,20047,Edwards,679,24267.33381
20049,Elk,Kansas,2530,0,0,20049,Elk,699,27628.4585
20051,Ellis,Kansas,28553,5,1.243318259,20051,Ellis,8442,29566.07012
20053,Ellsworth,Kansas,6102,0,0,20053,Ellsworth,2461,40331.039
20055,Finney,Kansas,36467,12,1.517281209,20055,Finney,13435,36841.52796
20057,Ford,Kansas,33619,13,1.587358561,20057,Ford,12512,37217.04988
20059,Franklin,Kansas,25544,3,1.069832349,20059,Franklin,8235,32238.49045
20061,Geary,Kansas,31670,2,0.800381932,20061,Geary,11418,36053.04705
20063,Gove,Kansas,2636,0,0,20063,Gove,967,36684.37026
20065,Graham,Kansas,2482,1,1.605198223,20065,Graham,757,30499.5971
20067,Grant,Kansas,7150,5,1.844663963,20067,Grant,2800,39160.83916
20069,Gray,Kansas,5988,0,0,20069,Gray,1429,23864.39546
20071,Greeley,Kansas,1232,0,0,20071,Greeley,391,31737.01299
20073,Greenwood,Kansas,5982,0,0,20073,Greenwood,2222,37144.76764
20075,Hamilton,Kansas,2539,0,0,20075,Hamilton,553,21780.22844
20077,Harper,Kansas,5436,2,1.565750548,20077,Harper,1920,35320.0883
20079,Harvey,Kansas,34429,7,1.308173631,20079,Harvey,11960,34738.15679
20081,Haskell,Kansas,3968,1,1.401428336,20081,Haskell,1137,28654.23387
20083,Hodgeman,Kansas,1794,0,0,20083,Hodgeman,509,28372.35229
20085,Jackson,Kansas,13171,2,1.181411246,20085,Jackson,4640,35228.912
20087,Jefferson,Kansas,19043,4,1.322324624,20087,Jefferson,5764,30268.34007
20089,Jewell,Kansas,2879,1,1.540758335,20089,Jewell,954,33136.50573
20091,Johnson,Kansas,602401,154,1.407635037,20091,Johnson,178296,29597.56043
20093,Kearny,Kansas,3838,1,1.41589503,20093,Kearny,1381,35982.28244
20095,Kingman,Kansas,7152,1,1.145572494,20095,Kingman,2341,32732.10291
20097,Kiowa,Kansas,2475,0,0,20097,Kiowa,775,31313.13131
20099,Labette,Kansas,19618,6,1.48549652,20099,Labette,7991,40733.00031
20101,Lane,Kansas,1535,0,0,20101,Lane,370,24104.23453
20103,Leavenworth,Kansas,81758,11,1.128862426,20103,Leavenworth,24249,29659.48286
20105,Lincoln,Kansas,2962,0,0,20105,Lincoln,740,24983.11951
20107,Linn,Kansas,9703,0,0,20107,Linn,3490,35968.25724
20109,Logan,Kansas,2794,0,0,20109,Logan,1021,36542.59127
20111,Lyon,Kansas,33195,35,2.022995371,20111,Lyon,12076,36378.97274
20113,McPherson,Kansas,28542,1,0.544515598,20113,McPherson,9609,33666.17616
20115,Marion,Kansas,11884,1,0.925037357,20115,Marion,4032,33927.97038
20117,Marshall,Kansas,9707,0,0,20117,Marshall,2962,30514.06202
20119,Meade,Kansas,4033,1,1.394371778,20119,Meade,1439,35680.63476
20121,Miami,Kansas,34237,1,0.465504297,20121,Miami,9651,28188.80159
20123,Mitchell,Kansas,5979,0,0,20123,Mitchell,1759,29419.63539
20125,Montgomery,Kansas,31829,6,1.275328256,20125,Montgomery,10986,34515.69324
20127,Morris,Kansas,5620,0,0,20127,Morris,1769,31476.86833
20129,Morton,Kansas,2587,2,1.888233567,20129,Morton,742,28681.87089
20131,Nemaha,Kansas,10231,1,0.990081915,20131,Nemaha,3796,37102.92249
20133,Neosho,Kansas,16007,0,0,20133,Neosho,6105,38139.56394
20135,Ness,Kansas,2750,7,2.405765346,20135,Ness,907,32981.81818
20137,Norton,Kansas,5361,0,0,20137,Norton,2457,45831.00168
20139,Osage,Kansas,15949,0,0,20139,Osage,4894,30685.30942
20141,Osborne,Kansas,3421,0,0,20141,Osborne,1012,29581.99357
20143,Ottawa,Kansas,5704,0,0,20143,Ottawa,1453,25473.35203
20145,Pawnee,Kansas,6414,1,1.192871044,20145,Pawnee,2614,40754.59931
20147,Phillips,Kansas,5234,8,2.184256269,20147,Phillips,1691,32307.98624
20149,Pottawatomie,Kansas,24383,0,0,20149,Pottawatomie,7110,29159.66042
20151,Pratt,Kansas,9164,0,0,20151,Pratt,2281,24890.87735
20153,Rawlins,Kansas,2530,0,0,20153,Rawlins,805,31818.18182
20155,Reno,Kansas,61998,4,0.809682312,20155,Reno,22806,36785.05758
20157,Republic,Kansas,4636,1,1.333856573,20157,Republic,1551,33455.56514
20159,Rice,Kansas,9537,1,1.020588217,20159,Rice,3082,32316.242
20161,Riley,Kansas,74232,8,1.032498825,20161,Riley,16451,22161.60147
20163,Rooks,Kansas,4920,4,1.910094889,20163,Rooks,1581,32134.14634
20165,Rush,Kansas,3036,0,0,20165,Rush,965,31785.24374
20167,Russell,Kansas,6856,1,1.163929191,20167,Russell,2155,31432.32205
20169,Saline,Kansas,54224,11,1.307201134,20169,Saline,17109,31552.4491
20171,Scott,Kansas,4823,1,1.316682738,20171,Scott,1577,32697.49119
20173,Sedgwick,Kansas,516042,93,1.255797899,20173,Sedgwick,171398,33213.9632
20175,Seward,Kansas,21428,5,1.367988367,20175,Seward,8510,39714.39238
20177,Shawnee,Kansas,176875,32,1.257483525,20177,Shawnee,60744,34342.89753
20179,Sheridan,Kansas,2521,0,0,20179,Sheridan,902,35779.4526
20181,Sherman,Kansas,5917,0,0,20181,Sherman,1812,30623.62684
20183,Smith,Kansas,3583,0,0,20183,Smith,839,23416.13173
20185,Stafford,Kansas,4156,1,1.381324461,20185,Stafford,1401,33710.29836
20187,Stanton,Kansas,2006,2,1.998699067,20187,Stanton,530,26420.73779
20189,Stevens,Kansas,5485,1,1.260823368,20189,Stevens,1923,35059.25251
20191,Sumner,Kansas,22836,3,1.118501221,20191,Sumner,6649,29116.30758
20193,Thomas,Kansas,7777,0,0,20193,Thomas,3022,38858.17153
20195,Trego,Kansas,2803,3,2.029498157,20195,Trego,947,33785.23011
20197,Wabaunsee,Kansas,6931,1,1.159204101,20197,Wabaunsee,1996,28798.15322
20199,Wallace,Kansas,1518,0,0,20199,Wallace,488,32147.56258
20201,Washington,Kansas,5406,0,0,20201,Washington,1633,30207.17721
20203,Wichita,Kansas,2119,0,0,20203,Wichita,598,28220.8589
20205,Wilson,Kansas,8525,2,1.370335608,20205,Wilson,3456,40539.58944
20207,Woodson,Kansas,3138,0,0,20207,Woodson,1036,33014.65902
20209,Wyandotte,Kansas,165429,134,1.908493154,20209,Wyandotte,54648,33034.11131
21001,Adair,Kentucky,19202,19,1.995407136,21001,Adair,7849,40875.95042
21003,Allen,Kentucky,21315,9,1.625557172,21003,Allen,8543,40079.75604
21005,Anderson,Kentucky,22747,1,0.643075872,21005,Anderson,8514,37429.11153
21007,Ballard,Kentucky,7888,1,1.103033098,21007,Ballard,1751,22198.27586
21009,Barren,Kentucky,44249,13,1.468039892,21009,Barren,17377,39270.94398
21011,Bath,Kentucky,12500,1,0.903089987,21011,Bath,4665,37320
21013,Bell,Kentucky,26032,15,1.760583723,21013,Bell,11175,42927.93485
21015,Boone,Kentucky,133581,25,1.272195318,21015,Boone,47400,35484.08831
21017,Bourbon,Kentucky,19788,1,0.703598098,21017,Bourbon,7822,39529.00748
21019,Boyd,Kentucky,46718,8,1.233605745,21019,Boyd,22965,49156.64198
21021,Boyle,Kentucky,30060,0,0,21021,Boyle,11447,38080.50566
21023,Bracken,Kentucky,8303,0,0,21023,Bracken,2761,33253.04107
21025,Breathitt,Kentucky,12630,0,0,21025,Breathitt,5402,42771.17973
21027,Breckinridge,Kentucky,20477,2,0.989763665,21027,Breckinridge,6698,32709.86961
21029,Bullitt,Kentucky,81676,11,1.129298225,21029,Bullitt,29211,35764.48406
21031,Butler,Kentucky,12879,16,2.094237839,21031,Butler,4769,37029.27246
21033,Caldwell,Kentucky,12747,0,0,21033,Caldwell,5085,39891.73923
21035,Calloway,Kentucky,39001,8,1.312014244,21035,Calloway,11819,30304.35117
21037,Campbell,Kentucky,93584,16,1.232918379,21037,Campbell,30220,32291.84476
21039,Carlisle,Kentucky,4760,1,1.322393047,21039,Carlisle,1357,28508.40336
21041,Carroll,Kentucky,10631,5,1.672395886,21041,Carroll,4334,40767.56655
21043,Carter,Kentucky,26797,3,1.049035078,21043,Carter,12062,45012.5014
21045,Casey,Kentucky,16159,15,1.967676778,21045,Casey,5400,33417.90952
21047,Christian,Kentucky,70461,22,1.494473878,21047,Christian,20166,28620.08771
21049,Clark,Kentucky,36263,8,1.343626257,21049,Clark,14559,40148.36059
21051,Clay,Kentucky,19901,6,1.479276351,21051,Clay,9744,48962.3637
21053,Clinton,Kentucky,10218,2,1.291664097,21053,Clinton,4788,46858.48503
21055,Crittenden,Kentucky,8806,1,1.055221319,21055,Crittenden,2850,32364.29707
21057,Cumberland,Kentucky,6614,0,0,21057,Cumberland,2776,41971.57545
21059,Daviess,Kentucky,101511,14,1.13961493,21059,Daviess,38888,38309.14876
21061,Edmonson,Kentucky,12150,12,1.994604968,21061,Edmonson,3299,27152.26337
21063,Elliott,Kentucky,7517,0,0,21063,Elliott,3701,49235.06718
21065,Estill,Kentucky,14106,0,0,21065,Estill,5308,37629.37757
21067,Fayette,Kentucky,323152,75,1.365654415,21067,Fayette,123211,38127.8779
21069,Fleming,Kentucky,14581,0,0,21069,Fleming,4992,34236.33496
21071,Floyd,Kentucky,35589,4,1.050744206,21071,Floyd,16967,47674.84335
21073,Franklin,Kentucky,50991,11,1.333899156,21073,Franklin,18619,36514.28683
21075,Fulton,Kentucky,5969,3,1.701219676,21075,Fulton,1483,24845.03267
21077,Gallatin,Kentucky,8869,8,1.955215332,21077,Gallatin,2809,31672.11636
21079,Garrard,Kentucky,17666,3,1.229983029,21079,Garrard,6043,34206.95121
21081,Grant,Kentucky,25069,6,1.37901424,21081,Grant,9998,39881.92588
21083,Graves,Kentucky,37266,29,1.891085218,21083,Graves,13675,36695.64751
21085,Grayson,Kentucky,26427,14,1.724080171,21085,Grayson,10071,38108.75241
21087,Green,Kentucky,10941,8,1.864032969,21087,Green,4849,44319.53204
21089,Greenup,Kentucky,35098,4,1.056777622,21089,Greenup,16837,47971.39438
21091,Hancock,Kentucky,8722,0,0,21091,Hancock,3156,36184.36139
21093,Hardin,Kentucky,110958,11,0.996234065,21093,Hardin,43810,39483.40814
21095,Harlan,Kentucky,26010,10,1.584859648,21095,Harlan,12843,49377.16263
21097,Harrison,Kentucky,18886,0,0,21097,Harrison,8537,45202.79572
21099,Hart,Kentucky,19035,1,0.720447119,21099,Hart,6908,36291.04282
21101,Henderson,Kentucky,45210,4,0.946825484,21101,Henderson,17694,39137.35899
21103,Henry,Kentucky,16126,2,1.09350334,21103,Henry,6406,39724.66824
21105,Hickman,Kentucky,4380,1,1.35852589,21105,Hickman,1109,25319.6347
21107,Hopkins,Kentucky,44686,39,1.940893126,21107,Hopkins,19791,44289.03907
21109,Jackson,Kentucky,13329,17,2.105651354,21109,Jackson,5233,39260.25958
21111,Jefferson,Kentucky,766757,308,1.603892967,21111,Jefferson,283708,37001.03162
21113,Jessamine,Kentucky,54115,0,0,21113,Jessamine,19158,35402.38381
21115,Johnson,Kentucky,22188,2,0.954911838,21115,Johnson,9104,41031.18803
21117,Kenton,Kentucky,166998,49,1.46748481,21117,Kenton,54205,32458.47256
21119,Knott,Kentucky,14806,1,0.829562255,21119,Knott,6088,41118.46549
21121,Knox,Kentucky,31145,9,1.460854174,21121,Knox,15023,48235.67186
21123,Larue,Kentucky,14398,1,0.841697831,21123,Larue,4832,33560.2167
21125,Laurel,Kentucky,60813,6,0.994154822,21125,Laurel,27059,44495.42039
21127,Lawrence,Kentucky,15317,0,0,21127,Lawrence,5560,36299.53646
21129,Lee,Kentucky,7403,0,0,21129,Lee,3512,47440.22694
21131,Leslie,Kentucky,9877,0,0,21131,Leslie,5226,52910.80288
21133,Letcher,Kentucky,21553,2,0.967522267,21133,Letcher,9862,45756.97119
21135,Lewis,Kentucky,13275,14,2.023093506,21135,Lewis,5767,43442.56121
21137,Lincoln,Kentucky,24549,13,1.723909546,21137,Lincoln,8936,36400.66805
21139,Livingston,Kentucky,9194,1,1.036495501,21139,Livingston,3104,33761.14858
21141,Logan,Kentucky,27102,28,2.01415669,21141,Logan,10360,38225.96118
21143,Lyon,Kentucky,8210,4,1.687716834,21143,Lyon,3623,44129.11084
21145,McCracken,Kentucky,65418,10,1.184302738,21145,McCracken,23983,36661.16359
21147,McCreary,Kentucky,17231,0,0,21147,McCreary,7724,44826.18536
21149,McLean,Kentucky,9207,1,1.035881857,21149,McLean,3347,36352.77506
21151,Madison,Kentucky,92987,7,0.876675804,21151,Madison,35555,38236.52769
21153,Magoffin,Kentucky,12161,0,0,21153,Magoffin,5149,42340.26807
21155,Marion,Kentucky,19273,8,1.618140666,21155,Marion,8059,41814.97432
21157,Marshall,Kentucky,31100,4,1.109299602,21157,Marshall,10265,33006.43087
21159,Martin,Kentucky,11195,3,1.428097157,21159,Martin,4235,37829.38812
21161,Mason,Kentucky,17070,2,1.068796475,21161,Mason,6323,37041.59344
21163,Meade,Kentucky,28572,3,1.021180613,21163,Meade,7499,26245.97508
21165,Menifee,Kentucky,6489,0,0,21165,Menifee,2376,36615.81137
21167,Mercer,Kentucky,21933,2,0.959931957,21167,Mercer,9476,43204.30402
21169,Metcalfe,Kentucky,10071,2,1.2979574,21169,Metcalfe,3739,37126.40254
21171,Monroe,Kentucky,10650,4,1.574710384,21171,Monroe,4508,42328.6385
21173,Montgomery,Kentucky,28157,3,1.027534874,21173,Montgomery,11391,40455.30419
21175,Morgan,Kentucky,13309,0,0,21175,Morgan,6747,50695.01841
21177,Muhlenberg,Kentucky,30622,12,1.593147694,21177,Muhlenberg,13325,43514.46672
21179,Nelson,Kentucky,46233,4,0.937107916,21179,Nelson,19282,41706.14064
21181,Nicholas,Kentucky,7269,1,1.138525331,21181,Nicholas,2726,37501.71963
21183,Ohio,Kentucky,23994,9,1.574139855,21183,Ohio,8965,37363.50754
21185,Oldham,Kentucky,66799,25,1.573170048,21185,Oldham,23729,35522.98687
21187,Owen,Kentucky,10901,2,1.263563656,21187,Owen,3129,28703.78864
21189,Owsley,Kentucky,4415,1,1.355069292,21189,Owsley,2098,47519.8188
21191,Pendleton,Kentucky,14590,0,0,21191,Pendleton,4384,30047.97807
21193,Perry,Kentucky,25758,9,1.543330371,21193,Perry,16035,62252.50408
21195,Pike,Kentucky,57876,3,0.714622747,21195,Pike,25198,43537.90863
21197,Powell,Kentucky,12359,0,0,21197,Powell,6503,52617.52569
21199,Pulaski,Kentucky,64979,10,1.187226977,21199,Pulaski,22161,34104.86465
21201,Robertson,Kentucky,2108,0,0,21201,Robertson,879,41698.29222
21203,Rockcastle,Kentucky,16695,1,0.777413577,21203,Rockcastle,6680,40011.97963
21205,Rowan,Kentucky,24460,1,0.611543547,21205,Rowan,9819,40143.09076
21207,Russell,Kentucky,17923,6,1.524740546,21207,Russell,8412,46934.10701
21209,Scott,Kentucky,57004,11,1.285487354,21209,Scott,22918,40204.1962
21211,Shelby,Kentucky,49024,25,1.707531265,21211,Shelby,16931,34536.14556
21213,Simpson,Kentucky,18572,8,1.634231312,21213,Simpson,7547,40636.44196
21215,Spencer,Kentucky,19351,0,0,21215,Spencer,7089,36633.7657
21217,Taylor,Kentucky,25769,7,1.434000475,21217,Taylor,11868,46055.33781
21219,Todd,Kentucky,12294,8,1.813396778,21219,Todd,3570,29038.55539
21221,Trigg,Kentucky,14651,0,0,21221,Trigg,5128,35001.02382
21223,Trimble,Kentucky,8471,0,0,21223,Trimble,2761,32593.55448
21225,Union,Kentucky,14381,3,1.319332169,21225,Union,5532,38467.42229
21227,Warren,Kentucky,132896,50,1.575458095,21227,Warren,55374,41667.16831
21229,Washington,Kentucky,12095,1,0.917394127,21229,Washington,5103,42190.98801
21231,Wayne,Kentucky,20333,0,0,21231,Wayne,8354,41085.91944
21233,Webster,Kentucky,12942,3,1.365119859,21233,Webster,4920,38015.76263
21235,Whitley,Kentucky,36264,2,0.74155429,21235,Whitley,17191,47405.14008
21237,Wolfe,Kentucky,7157,0,0,21237,Wolfe,3577,49979.0415
21239,Woodford,Kentucky,26734,0,0,21239,Woodford,9530,35647.49009
22001,Acadia,Louisiana,62045,99,2.202928406,22001,Acadia,18944,30532.6779
22003,Allen,Louisiana,25627,50,2.290272235,22003,Allen,9060,35353.33828
22005,Ascension,Louisiana,126604,98,1.888778648,22005,Ascension,45368,35834.57079
22007,Assumption,Louisiana,21891,24,2.039945641,22007,Assumption,6803,31076.69819
22009,Avoyelles,Louisiana,40144,57,2.152254212,22009,Avoyelles,14381,35823.53527
22011,Beauregard,Louisiana,37497,38,2.005787074,22011,Beauregard,11209,29893.05811
22013,Bienville,Louisiana,13241,32,2.383229193,22013,Bienville,5002,37776.60298
